MATRICULA,MEDIA_CONSUMO,DESVIO_PADRAO_CONSUMO,CONSUMO_MINIMO,CONSUMO_MAXIMO,CATEGORIA,CONTAGEM_MATRICULA,FRAUDADOR
17105028,45.42,15.1,30.0,86.0,1,1,1
17105029,1.33,0.49,1.0,2.0,1,0,0
17105032,0.0,0.0,0.0,0.0,1,3,1
17105034,10.17,2.98,7.0,15.0,1,0,0
17105035,7.25,5.83,0.0,21.0,1,0,0
17105036,0.92,0.67,0.0,2.0,1,0,0
17105037,4.25,1.22,2.0,6.0,1,0,0
17105041,0.0,0.0,0.0,0.0,1,0,0
17105042,19.0,7.26,3.0,32.0,1,0,0
17105043,10.75,1.36,9.0,14.0,1,0,0
17105048,70.25,11.42,52.0,85.0,2,0,0
17105050,9.5,1.17,8.0,12.0,1,0,0
17105054,0.0,0.0,0.0,0.0,1,0,0
17105057,6.17,2.52,0.0,11.0,1,1,1
17105058,20.56,15.92,0.0,39.0,1,0,0
17105060,22.67,3.42,18.0,28.0,1,0,0
17105062,10.08,3.03,6.0,16.0,1,0,0
17105069,18.08,6.75,14.0,39.0,1,0,0
17105070,65.42,9.39,53.0,85.0,1,0,0
17105072,27.67,3.47,22.0,33.0,1,1,1
17105073,13.5,3.37,9.0,21.0,1,0,0
17105075,18.42,6.01,5.0,31.0,1,1,1
17105076,15.5,9.54,0.0,40.0,1,0,0
17105081,0.0,0.0,0.0,0.0,1,1,1
17105082,0.17,0.58,0.0,2.0,1,1,1
17105084,0.0,0.0,0.0,0.0,1,0,0
17105088,28.0,3.13,23.0,34.0,1,0,0
17105090,5.5,1.31,4.0,8.0,1,0,0
17105091,0.83,1.99,0.0,7.0,1,0,0
17105092,4.92,0.9,3.0,6.0,1,0,0
17105093,3.83,3.46,0.0,9.0,1,0,0
17105094,28.92,13.94,13.0,52.0,1,1,1
17105095,22.92,3.34,16.0,28.0,1,0,0
17105096,54.0,25.89,0.0,113.0,1,1,1
17105097,38.42,19.26,0.0,73.0,1,1,1
17105098,28.58,1.24,26.0,31.0,2,0,0
17105099,4.92,1.24,3.0,7.0,1,0,0
17105100,0.0,0.0,0.0,0.0,1,0,0
17105102,6.0,0.82,5.0,7.0,1,0,0
17105106,14.92,1.56,13.0,18.0,1,0,0
17105108,1.0,0.85,0.0,3.0,1,0,0
17105109,116.17,25.03,89.0,165.0,1,1,1
17105110,2.75,0.75,2.0,4.0,1,0,0
17105113,12.33,1.15,11.0,14.0,1,0,0
17105114,0.0,0.0,0.0,0.0,1,0,0
17105115,0.0,0.0,0.0,0.0,1,1,1
17105116,17.25,13.48,10.0,59.0,1,0,0
17105118,6.8,1.3,5.0,8.0,1,0,0
17105121,30.0,5.38,18.0,40.0,2,0,0
17105123,20.25,6.59,0.0,25.0,1,1,1
17105126,2.5,0.84,2.0,4.0,1,0,0
17105127,0.0,0.0,0.0,0.0,1,1,1
17105128,0.67,1.63,0.0,4.0,1,0,0
17105129,13.58,1.31,12.0,16.0,1,0,0
17105131,4.08,2.15,0.0,6.0,1,0,0
17105150,11.92,6.83,2.0,25.0,1,0,0
17105164,11.0,0.0,11.0,11.0,1,0,0
17105172,11.4,0.89,10.0,12.0,1,0,0
17105185,5.08,1.31,3.0,7.0,1,0,0
17105196,5.42,1.68,3.0,8.0,1,2,1
17105199,8.83,1.19,6.0,11.0,1,0,0
17105203,0.0,0.0,0.0,0.0,1,2,1
17105204,21.0,14.43,5.0,42.0,1,0,0
17105206,33.17,6.26,18.0,43.0,1,1,1
17105227,4.83,2.48,2.0,11.0,1,0,0
17105230,0.0,0.0,0.0,0.0,1,1,1
17105236,4.17,1.03,3.0,6.0,1,0,0
17105243,0.0,0.0,0.0,0.0,1,0,0
17105246,21.92,1.93,19.0,25.0,1,0,0
17105247,25.92,6.07,20.0,39.0,1,0,0
17105261,25.25,3.19,17.0,30.0,1,0,0
17105267,6.25,5.51,0.0,17.0,1,1,1
17105268,0.0,0.0,0.0,0.0,1,1,1
17105269,45.58,11.74,33.0,76.0,1,1,1
17105270,1.33,0.98,0.0,4.0,1,0,0
17105280,41.67,58.8,0.0,192.0,1,1,1
17105282,2.25,0.62,1.0,3.0,1,0,0
17105283,3.0,6.53,0.0,21.0,2,0,0
17105284,27.5,8.69,20.0,49.0,1,0,0
17105285,0.92,1.51,0.0,5.0,1,0,0
17105286,0.0,0.0,0.0,0.0,1,1,1
17105287,33.25,4.85,26.0,39.0,1,0,0
17105291,0.0,0.0,0.0,0.0,1,0,0
17105292,66.25,20.75,43.0,109.0,1,0,0
17105293,1.58,1.51,0.0,4.0,1,2,1
17105296,0.0,0.0,0.0,0.0,1,0,0
17105297,5.0,5.46,0.0,14.0,1,0,0
17105299,4.92,5.04,0.0,14.0,1,1,1
17105301,23.25,3.7,17.0,29.0,1,1,1
17105304,0.0,0.0,0.0,0.0,1,0,0
17105307,10.58,15.7,0.0,48.0,1,0,0
17105309,22.5,23.0,0.0,64.0,1,0,0
17105311,19.08,2.07,15.0,22.0,1,0,0
17105312,4.83,2.59,2.0,10.0,1,0,0
17105314,14.58,4.27,10.0,23.0,2,1,1
17105318,3.17,2.48,0.0,8.0,1,0,0
17105329,0.0,0.0,0.0,0.0,1,6,1
17105330,8.5,1.24,7.0,11.0,1,0,0
17105365,2.42,1.83,0.0,6.0,1,0,0
17105370,3.58,1.16,2.0,6.0,1,0,0
17105380,13.75,3.33,8.0,20.0,1,0,0
17105387,2.92,2.07,0.0,6.0,1,0,0
17105392,0.0,0.0,0.0,0.0,1,0,0
17105393,14.92,1.62,12.0,17.0,1,0,0
17105405,0.0,0.0,0.0,0.0,1,1,1
17105417,0.0,0.0,0.0,0.0,1,0,0
17105421,7.33,4.54,0.0,15.0,1,1,1
17105422,3.67,10.25,0.0,36.0,1,1,1
17105424,6.83,2.12,3.0,10.0,1,0,0
17105425,0.0,0.0,0.0,0.0,1,0,0
17105426,0.0,0.0,0.0,0.0,1,0,0
17105430,8.58,1.78,5.0,11.0,1,2,1
17105438,5.25,1.91,3.0,10.0,1,0,0
17105439,2.33,2.71,0.0,8.0,1,1,1
17105440,17.08,2.19,15.0,22.0,1,0,0
17105441,0.0,0.0,0.0,0.0,2,0,0
17105442,35.08,16.13,9.0,56.0,2,0,0
17105447,16.17,12.42,0.0,46.0,1,0,0
17105448,0.0,0.0,0.0,0.0,1,0,0
17105450,54.92,23.04,22.0,94.0,1,0,0
17105453,5.25,14.25,0.0,50.0,1,4,1
17105455,12.58,3.34,8.0,18.0,1,0,0
17105457,45.17,10.8,33.0,73.0,1,0,0
17105458,12.17,4.76,5.0,21.0,1,0,0
17105459,0.42,0.51,0.0,1.0,1,1,1
17105460,28.92,11.18,23.0,64.0,1,0,0
17105461,19.0,0.0,19.0,19.0,1,1,1
17105463,0.0,0.0,0.0,0.0,1,0,0
17105470,12.17,2.37,10.0,19.0,1,1,1
17105471,18.25,6.57,10.0,30.0,1,1,1
17105472,4.67,3.94,0.0,12.0,1,2,1
17105473,18.5,8.23,0.0,31.0,1,1,1
17105474,8.67,2.15,6.0,13.0,1,0,0
17105478,21.83,5.77,8.0,30.0,1,0,0
17105479,5.33,1.3,3.0,8.0,1,0,0
17105480,3.33,2.1,1.0,7.0,1,0,0
17105481,0.0,0.0,0.0,0.0,1,1,1
17105483,0.17,0.39,0.0,1.0,1,1,1
17105484,5.58,1.68,2.0,8.0,1,0,0
17105485,5.58,0.9,4.0,7.0,1,0,0
17105488,3.0,2.17,0.0,7.0,1,1,1
17105492,30.67,20.4,7.0,74.0,1,0,0
17105506,0.25,0.45,0.0,1.0,1,0,0
17105533,20.92,5.62,13.0,30.0,1,0,0
17105581,5.08,1.31,3.0,8.0,1,0,0
17105585,7.5,6.93,0.0,27.0,1,3,1
17105589,21.83,18.09,9.0,61.0,1,1,1
17105608,24.33,6.23,12.0,38.0,1,1,1
17105621,0.0,0.0,0.0,0.0,1,0,0
17105634,14.92,9.26,4.0,28.0,1,0,0
17105636,9.17,3.1,3.0,14.0,1,0,0
17105641,23.5,6.02,14.0,37.0,1,1,1
17105642,15.83,2.41,11.0,20.0,1,0,0
17105643,16.08,1.93,14.0,20.0,1,0,0
17105646,27.33,6.68,17.0,36.0,2,0,0
17105648,0.0,0.0,0.0,0.0,1,1,1
17105651,57.33,6.4,48.0,69.0,2,0,0
17105652,5.83,4.0,0.0,14.0,1,1,1
17105654,11.42,10.87,0.0,34.0,1,0,0
17105657,0.33,0.49,0.0,1.0,1,0,0
17105669,0.0,0.0,0.0,0.0,1,0,0
17105671,8.75,1.22,7.0,11.0,1,0,0
17105680,1.33,0.49,1.0,2.0,1,0,0
17105684,15.17,19.87,0.0,56.0,2,1,1
17105695,4.33,1.5,3.0,8.0,1,0,0
17105696,0.0,0.0,0.0,0.0,1,0,0
17105709,6.58,2.64,3.0,12.0,2,0,0
17105710,30.0,2.73,24.0,35.0,1,0,0
17105712,0.0,0.0,0.0,0.0,1,2,1
17105713,2.92,1.08,1.0,5.0,1,1,1
17105720,1.0,0.6,0.0,2.0,1,0,0
17105721,1.83,0.72,1.0,3.0,1,0,0
17105723,51.42,17.4,34.0,81.0,1,1,1
17105724,14.42,33.13,0.0,119.0,1,1,1
17105725,0.0,0.0,0.0,0.0,1,0,0
17105727,5.0,6.24,0.0,14.0,1,1,1
17105730,13.75,4.99,5.0,21.0,1,0,0
17105732,3.08,5.57,0.0,15.0,1,1,1
17105733,5.58,1.08,4.0,7.0,1,0,0
17105734,3.58,1.31,1.0,6.0,1,0,0
17105735,0.0,0.0,0.0,0.0,1,0,0
17105737,17.67,4.68,9.0,23.0,1,1,1
17105740,19.83,6.25,12.0,34.0,1,0,0
17105741,8.0,1.71,5.0,10.0,1,1,1
17105743,0.0,0.0,0.0,0.0,1,0,0
17105746,0.0,0.0,0.0,0.0,1,0,0
17105748,0.0,0.0,0.0,0.0,1,0,0
17105749,6.25,2.01,3.0,10.0,1,0,0
17105750,5.75,9.6,0.0,20.0,1,0,0
17105753,8.5,4.9,2.0,16.0,1,2,1
17105754,41.5,5.0,32.0,52.0,1,0,0
17105755,0.0,0.0,0.0,0.0,1,0,0
17105757,0.0,0.0,0.0,0.0,1,2,1
17105764,0.83,0.39,0.0,1.0,1,0,0
17105772,0.0,0.0,0.0,0.0,1,0,0
17105773,0.0,0.0,0.0,0.0,1,0,0
17105774,0.0,0.0,0.0,0.0,1,0,0
17105775,0.0,0.0,0.0,0.0,1,0,0
17105789,0.0,0.0,0.0,0.0,1,0,0
17105790,0.0,0.0,0.0,0.0,1,0,0
17105794,21.75,2.01,19.0,26.0,1,0,0
17105798,109.5,25.53,86.0,161.0,1,0,0
17105799,0.0,0.0,0.0,0.0,1,0,0
17105800,11.0,4.33,4.0,20.0,1,1,1
17105803,21.67,21.27,10.0,87.0,1,0,0
17105804,0.0,0.0,0.0,0.0,1,5,1
17105806,0.0,0.0,0.0,0.0,1,0,0
17105807,0.0,0.0,0.0,0.0,1,0,0
17105815,0.0,0.0,0.0,0.0,1,0,0
17105820,7.17,2.52,5.0,14.0,1,0,0
17105822,0.0,0.0,0.0,0.0,1,1,1
17105825,3.17,1.11,2.0,6.0,1,0,0
17105829,31.67,9.82,13.0,49.0,1,4,1
17105831,0.0,0.0,0.0,0.0,1,0,0
17105841,8.58,1.68,6.0,12.0,1,1,1
17105843,10.75,5.05,0.0,20.0,1,0,0
17105849,9.17,8.55,0.0,27.0,1,3,1
17105853,10.75,2.22,7.0,16.0,1,0,0
17105854,1.5,0.67,1.0,3.0,1,0,0
17105855,22.92,2.57,21.0,30.0,1,2,1
17105858,5.25,2.05,2.0,9.0,1,0,0
17105862,0.0,0.0,0.0,0.0,1,1,1
17105865,390.75,474.33,0.0,1771.0,2,1,1
17105866,0.0,0.0,0.0,0.0,1,0,0
17105867,25.42,5.96,17.0,39.0,1,0,0
17105869,0.0,0.0,0.0,0.0,1,1,1
17105876,2.75,0.97,2.0,4.0,1,4,1
17105894,8.33,6.47,0.0,21.0,1,2,1
17105919,10.67,4.87,5.0,20.0,1,0,0
17105922,16.33,6.17,0.0,28.0,1,0,0
17105930,38.92,16.84,0.0,77.0,1,0,0
17105936,19.92,7.68,0.0,31.0,1,1,1
17105937,0.17,0.39,0.0,1.0,1,0,0
17105940,0.0,0.0,0.0,0.0,1,0,0
17105948,36.58,10.18,22.0,52.0,1,1,1
17105950,7.0,1.28,5.0,9.0,1,0,0
17105958,0.0,0.0,0.0,0.0,1,1,1
17105967,26.67,13.51,16.0,57.0,1,0,0
17105992,11.42,7.68,2.0,34.0,1,0,0
17106009,22.42,7.0,14.0,34.0,1,2,1
17106011,0.0,0.0,0.0,0.0,1,0,0
17106013,6.42,2.02,4.0,11.0,1,0,0
17106018,1.42,1.56,0.0,5.0,1,0,0
17106033,14.58,6.01,9.0,28.0,1,1,1
17106034,8.17,1.7,6.0,10.0,1,0,0
17106035,1.25,0.75,0.0,3.0,1,1,1
17106036,0.0,0.0,0.0,0.0,1,4,1
17106037,1.58,1.51,0.0,4.0,1,2,1
17106049,14.83,1.27,12.0,16.0,1,0,0
17106055,8.5,1.73,7.0,13.0,1,0,0
17106063,0.0,0.0,0.0,0.0,1,3,1
17106066,11.67,9.2,0.0,32.0,1,0,0
17106072,3.5,1.09,2.0,6.0,1,0,0
17106073,0.0,0.0,0.0,0.0,1,0,0
17106074,2.67,0.49,2.0,3.0,1,0,0
17106075,10.83,2.92,8.0,19.0,1,1,1
17106081,10.25,7.47,3.0,23.0,1,0,0
17106083,177.17,78.59,0.0,289.0,2,1,1
17106092,3.08,0.67,2.0,4.0,1,0,0
17106093,0.58,2.02,0.0,7.0,1,1,1
17106094,5.17,0.72,4.0,6.0,1,0,0
17106096,0.0,0.0,0.0,0.0,1,1,1
17106098,16.33,7.77,7.0,28.0,1,1,1
17106104,0.0,0.0,0.0,0.0,1,0,0
17106105,0.0,0.0,0.0,0.0,1,0,0
17106106,3.58,2.5,2.0,11.0,1,0,0
17106107,4.33,2.67,0.0,8.0,1,0,0
17106114,3.67,2.1,0.0,9.0,1,0,0
17106115,5.25,2.93,1.0,12.0,1,0,0
17106123,6.5,2.58,3.0,12.0,1,1,1
17106124,0.0,0.0,0.0,0.0,1,0,0
17106125,0.0,0.0,0.0,0.0,1,0,0
17106126,4.58,1.68,2.0,8.0,1,1,1
17106135,4.58,1.68,2.0,8.0,1,0,0
17106137,18.67,16.75,0.0,48.0,1,1,1
17106138,9.67,1.67,6.0,12.0,1,1,1
17106139,20.67,7.01,8.0,29.0,1,0,0
17106141,13.92,1.51,12.0,17.0,1,0,0
17106142,4.42,1.98,0.0,7.0,1,1,1
17106143,0.0,0.0,0.0,0.0,1,0,0
17106144,5.83,0.83,4.0,7.0,1,0,0
17106145,9.83,5.95,3.0,21.0,1,0,0
17106146,10.25,6.15,5.0,28.0,1,0,0
17106147,19.17,2.52,16.0,25.0,1,0,0
17106148,2.17,1.75,0.0,6.0,1,0,0
17106149,17.08,1.83,15.0,21.0,1,0,0
17106150,15.58,9.39,0.0,32.0,1,0,0
17106151,10.0,2.52,6.0,14.0,1,0,0
17106152,0.0,0.0,0.0,0.0,1,1,1
17106153,0.0,0.0,0.0,0.0,1,0,0
17106156,3.83,2.44,0.0,8.0,1,0,0
17106161,3.0,2.34,1.0,8.0,1,0,0
17106162,12.67,7.28,0.0,26.0,1,0,0
17106164,13.0,5.39,8.0,29.0,1,0,0
17106169,22.58,4.1,18.0,33.0,1,1,1
17106172,3.0,2.52,0.0,8.0,1,2,1
17106173,3.83,3.04,0.0,11.0,1,0,0
17106175,4.17,2.55,2.0,10.0,1,0,0
17106177,0.0,0.0,0.0,0.0,1,0,0
17106178,67.58,33.51,0.0,151.0,1,0,0
17106179,0.0,0.0,0.0,0.0,1,0,0
17106180,0.0,0.0,0.0,0.0,1,0,0
17106181,0.0,0.0,0.0,0.0,1,1,1
17106182,2.92,2.54,0.0,8.0,1,0,0
17106183,0.0,0.0,0.0,0.0,1,1,1
17106184,4.58,2.57,0.0,7.0,1,0,0
17106185,1.83,1.27,0.0,4.0,1,0,0
17106190,27.67,1.61,24.0,30.0,1,1,1
17106191,213.83,20.84,175.0,242.0,1,0,0
17106194,2.83,2.48,0.0,7.0,1,0,0
17106195,23.67,22.1,8.0,81.0,1,0,0
17106196,18.17,4.02,15.0,29.0,1,0,0
17106198,0.0,0.0,0.0,0.0,1,0,0
17106199,11.17,3.74,0.0,15.0,1,0,0
17106200,0.08,0.29,0.0,1.0,1,1,1
17106201,11.5,13.25,0.0,38.0,1,2,1
17106204,16.42,11.2,3.0,34.0,1,0,0
17106206,9.33,7.7,1.0,30.0,1,1,1
17106207,6.42,1.16,5.0,8.0,1,0,0
17106209,4.33,2.46,0.0,8.0,1,0,0
17106210,0.67,0.89,0.0,3.0,1,0,0
17106211,13.17,3.04,9.0,18.0,1,0,0
17106212,0.25,0.45,0.0,1.0,1,0,0
17106213,3.42,1.0,2.0,5.0,1,0,0
17106214,12.75,1.86,10.0,16.0,1,0,0
17106216,122.83,29.96,91.0,189.0,2,1,1
17106219,7.58,1.08,6.0,10.0,1,1,1
17106224,22.08,7.43,10.0,35.0,1,0,0
17106228,4.92,5.5,1.0,17.0,1,0,0
17106231,2.92,3.82,0.0,14.0,1,1,1
17106233,67.5,13.49,51.0,97.0,1,0,0
17106236,4.33,0.98,3.0,6.0,1,0,0
17106242,6.58,2.91,0.0,13.0,1,0,0
17106245,9.67,2.19,7.0,15.0,1,0,0
17106257,9.5,7.48,0.0,26.0,1,1,1
17106258,11.42,2.02,8.0,15.0,1,0,0
17106269,0.0,0.0,0.0,0.0,1,0,0
17106270,0.17,0.58,0.0,2.0,1,1,1
17106283,29.75,7.0,25.0,50.0,1,0,0
17106296,3.6,0.89,3.0,5.0,1,0,0
17106299,5.42,1.24,4.0,8.0,1,0,0
17106305,20.4,2.19,17.0,23.0,1,0,0
17106319,6.92,8.2,0.0,28.0,1,1,1
17106332,9.83,2.82,2.0,12.0,1,0,0
17106362,0.0,0.0,0.0,0.0,1,0,0
17106368,5.42,1.08,4.0,8.0,1,1,1
17106369,6.25,3.86,4.0,12.0,1,0,0
17106378,41.58,7.35,27.0,54.0,1,0,0
17106385,5.33,3.89,0.0,11.0,1,0,0
17106388,2.0,1.71,0.0,5.0,1,0,0
17106394,0.0,0.0,0.0,0.0,1,0,0
17106395,20.17,2.33,15.0,24.0,1,0,0
17106398,0.0,0.0,0.0,0.0,1,0,0
17106407,8.75,5.48,0.0,19.0,1,1,1
17106408,6.08,3.12,0.0,14.0,1,0,0
17106411,0.0,0.0,0.0,0.0,1,3,1
17106430,3.42,1.68,0.0,6.0,1,0,0
17106431,3.25,1.22,2.0,6.0,1,1,1
17106437,4.27,1.68,0.0,7.0,1,1,1
17106442,0.25,0.87,0.0,3.0,2,1,1
17106444,0.0,0.0,0.0,0.0,1,1,1
17106445,36.4,39.47,3.0,83.0,1,1,1
17106448,15.33,2.61,12.0,20.0,1,0,0
17106453,0.0,0.0,0.0,0.0,1,0,0
17106458,4.25,1.29,3.0,8.0,1,0,0
17106470,0.0,0.0,0.0,0.0,1,1,1
17106476,83.5,49.67,0.0,182.0,2,0,0
17106479,5.42,3.03,0.0,11.0,1,0,0
17106480,16.25,4.47,10.0,28.0,1,0,0
17106484,11.08,9.0,0.0,31.0,1,0,0
17106486,32.58,6.19,24.0,45.0,1,0,0
17106494,12.42,9.13,0.0,36.0,1,0,0
17106498,16.17,6.98,8.0,35.0,1,0,0
17106500,0.0,0.0,0.0,0.0,1,0,0
17106507,2.33,0.98,0.0,4.0,1,1,1
17106508,10.33,5.96,4.0,24.0,1,1,1
17106509,29.75,2.8,26.0,33.0,1,1,1
17106515,1.2,1.87,0.0,6.0,1,0,0
17106518,23.67,4.36,14.0,31.0,1,1,1
17106520,10.0,0.74,9.0,11.0,1,0,0
17106522,6.0,0.71,5.0,7.0,1,0,0
17106523,5.67,2.35,2.0,9.0,1,0,0
17106524,3.75,9.26,0.0,33.0,1,1,1
17106526,14.83,3.04,11.0,22.0,1,1,1
17106528,4.92,0.9,4.0,6.0,1,0,0
17106529,6.58,2.07,4.0,11.0,1,1,1
17106531,1.5,1.31,0.0,4.0,1,0,0
17106537,9.83,19.56,1.0,71.0,1,0,0
17106539,3.5,2.75,0.0,11.0,1,0,0
17106540,6.17,4.04,0.0,15.0,1,0,0
17106545,13.33,8.03,3.0,26.0,1,0,0
17106551,6.92,17.67,0.0,60.0,1,0,0
17106555,4.83,0.72,4.0,6.0,1,0,0
17106558,0.0,0.0,0.0,0.0,1,0,0
17106564,0.08,0.29,0.0,1.0,1,0,0
17106566,15.17,19.27,0.0,64.0,1,3,1
17106567,3.5,2.35,0.0,7.0,1,5,1
17106568,2.0,2.04,0.0,7.0,1,2,1
17106570,0.0,0.0,0.0,0.0,1,0,0
17106571,6.0,7.58,0.0,26.0,1,0,0
17106573,2.33,1.3,1.0,5.0,1,0,0
17106575,0.0,0.0,0.0,0.0,1,0,0
17106577,5.42,6.49,0.0,17.0,1,2,1
17106578,40.58,4.98,33.0,52.0,1,2,1
17106587,7.25,9.13,0.0,21.0,1,2,1
17106596,43.67,57.99,0.0,225.0,1,1,1
17106598,0.0,0.0,0.0,0.0,1,0,0
17106599,5.08,0.9,4.0,6.0,1,0,0
17106606,7.75,5.43,0.0,17.0,1,0,0
17106607,13.67,12.51,0.0,42.0,1,0,0
17106609,2.17,1.64,0.0,6.0,1,1,1
17106610,0.0,0.0,0.0,0.0,1,0,0
17106611,4.33,0.98,3.0,6.0,1,0,0
17106612,3.83,1.27,2.0,6.0,1,0,0
17106619,40.17,46.01,0.0,174.0,1,0,0
17106622,136.92,13.43,116.0,163.0,1,0,0
17106624,8.0,0.0,8.0,8.0,1,2,1
17106627,0.0,0.0,0.0,0.0,1,0,0
17106628,88.0,4.82,80.0,97.0,1,0,0
17106629,30.08,1.62,27.0,32.0,1,0,0
17106631,12.17,10.05,0.0,36.0,1,0,0
17106632,69.42,15.13,45.0,94.0,1,0,0
17106636,0.0,0.0,0.0,0.0,1,0,0
17106641,0.0,0.0,0.0,0.0,1,0,0
17106643,0.08,0.29,0.0,1.0,1,0,0
17106645,0.0,0.0,0.0,0.0,1,3,1
17106647,34.75,3.39,29.0,40.0,1,0,0
17106650,24.58,13.2,15.0,62.0,1,1,1
17106651,0.0,0.0,0.0,0.0,1,0,0
17106655,29.83,11.66,0.0,52.0,1,0,0
17106656,24.33,2.67,21.0,29.0,1,1,1
17106659,2.75,0.75,2.0,4.0,1,1,1
17106680,0.0,0.0,0.0,0.0,1,1,1
17106723,0.0,0.0,0.0,0.0,1,1,1
17106727,19.25,4.58,9.0,28.0,1,0,0
17106764,13.67,7.2,2.0,26.0,1,3,1
17106766,0.0,0.0,0.0,0.0,1,0,0
17106769,6.83,0.72,6.0,8.0,1,0,0
17106770,0.0,0.0,0.0,0.0,1,0,0
17106780,0.0,0.0,0.0,0.0,1,0,0
17106785,4.67,2.5,0.0,9.0,1,0,0
17106791,0.0,0.0,0.0,0.0,1,1,1
17106792,8.92,1.16,7.0,11.0,1,3,1
17106793,0.0,0.0,0.0,0.0,1,0,0
17106796,2.67,5.65,0.0,17.0,1,0,0
17106830,16.92,21.65,0.0,71.0,1,2,1
17106834,1.67,0.49,1.0,2.0,1,1,1
17106841,0.0,0.0,0.0,0.0,1,8,1
17106843,8.42,7.39,3.0,26.0,1,0,0
17106850,1.5,1.31,0.0,4.0,1,0,0
17106853,0.0,0.0,0.0,0.0,1,0,0
17106854,10.5,4.4,4.0,20.0,1,0,0
17106856,28.17,9.49,15.0,44.0,1,0,0
17106864,0.0,0.0,0.0,0.0,1,1,1
17106867,0.58,0.67,0.0,2.0,1,2,1
17106870,1.75,2.43,0.0,6.0,1,0,0
17106872,80.0,130.82,0.0,405.0,1,1,1
17106879,7.08,18.15,0.0,60.0,1,3,1
17106882,2.75,6.59,0.0,20.0,1,0,0
17106883,3.33,5.18,0.0,16.0,1,0,0
17106885,8.42,3.32,4.0,15.0,1,1,1
17106887,0.0,0.0,0.0,0.0,1,0,0
17106888,22.25,2.9,18.0,30.0,1,0,0
17106891,0.0,0.0,0.0,0.0,1,0,0
17106894,3.33,0.89,2.0,5.0,1,0,0
17106895,29.25,4.77,22.0,38.0,1,0,0
17106896,6.92,2.02,5.0,11.0,1,0,0
17106897,30.0,6.49,23.0,48.0,1,0,0
17106898,0.0,0.0,0.0,0.0,1,0,0
17106899,15.83,5.57,6.0,29.0,1,0,0
17106902,0.0,0.0,0.0,0.0,1,0,0
17106913,0.0,0.0,0.0,0.0,1,0,0
17106914,0.0,0.0,0.0,0.0,1,5,1
17106920,0.0,0.0,0.0,0.0,1,1,1
17106923,13.5,3.83,4.0,19.0,1,1,1
17106924,11.17,2.44,9.0,18.0,1,1,1
17106938,10.58,8.95,0.0,30.0,1,0,0
17106941,0.67,1.61,0.0,5.0,1,1,1
17106943,0.0,0.0,0.0,0.0,1,0,0
17106944,0.0,0.0,0.0,0.0,1,0,0
17106946,4.83,1.64,3.0,9.0,1,0,0
17106947,4.58,0.79,3.0,6.0,1,0,0
17106948,17.92,8.91,13.0,46.0,1,0,0
17106949,1.67,0.49,1.0,2.0,1,0,0
17106951,6.5,3.71,0.0,15.0,1,1,1
17106954,0.25,0.45,0.0,1.0,1,4,1
17106956,122.33,35.94,92.0,196.0,2,1,1
17106957,8.58,3.45,4.0,18.0,1,0,0
17106959,3.42,0.67,3.0,5.0,1,0,0
17106965,4.58,1.38,3.0,7.0,1,1,1
17106968,5.0,1.13,3.0,7.0,1,0,0
17106970,0.0,0.0,0.0,0.0,1,0,0
17106971,13.08,10.28,1.0,32.0,1,0,0
17106972,52.08,9.11,37.0,68.0,1,0,0
17106973,0.0,0.0,0.0,0.0,1,0,0
17106974,0.0,0.0,0.0,0.0,1,2,1
17106976,2.0,2.89,0.0,9.0,1,0,0
17106977,1.75,0.75,1.0,3.0,1,0,0
17106979,4.08,1.68,0.0,6.0,1,0,0
17106980,150.58,59.55,18.0,228.0,2,2,1
17106981,5.75,1.91,4.0,10.0,1,3,1
17106982,14.5,4.52,9.0,23.0,1,0,0
17106985,1.58,1.16,0.0,3.0,1,0,0
17106986,0.0,0.0,0.0,0.0,1,0,0
17106989,2.75,1.29,1.0,5.0,1,0,0
17106995,10.92,2.27,8.0,15.0,1,0,0
17107009,24.42,20.29,0.0,65.0,1,2,1
17107012,17.25,4.99,13.0,31.0,1,0,0
17107013,2.75,0.75,2.0,4.0,1,0,0
17107017,0.33,0.65,0.0,2.0,1,2,1
17107021,0.0,0.0,0.0,0.0,1,0,0
17107023,5.33,6.54,0.0,23.0,1,1,1
17107025,22.33,6.01,14.0,35.0,1,0,0
17107026,8.67,9.14,0.0,31.0,1,1,1
17107027,0.0,0.0,0.0,0.0,1,1,1
17107028,0.0,0.0,0.0,0.0,1,0,0
17107034,23.83,6.91,8.0,36.0,1,0,0
17107036,2.25,1.89,1.0,5.0,1,0,0
17107037,3.83,1.03,2.0,5.0,1,0,0
17107040,0.0,0.0,0.0,0.0,1,0,0
17107041,18.75,10.69,5.0,40.0,1,1,1
17107044,0.0,0.0,0.0,0.0,1,0,0
17107050,7.08,3.96,0.0,12.0,1,0,0
17107051,18.08,2.15,15.0,23.0,1,0,0
17107053,9.17,1.19,8.0,11.0,1,0,0
17107058,2.0,1.04,0.0,3.0,1,2,1
17107061,0.0,0.0,0.0,0.0,1,0,0
17107067,0.0,0.0,0.0,0.0,1,0,0
17107068,29.0,4.45,19.0,37.0,1,0,0
17107069,21.92,9.18,16.0,50.0,1,0,0
17107070,0.0,0.0,0.0,0.0,1,1,1
17107075,10.83,6.13,5.0,29.0,1,0,0
17107076,2.67,3.88,0.0,10.0,1,0,0
17107084,15.17,1.34,12.0,17.0,1,0,0
